48:42.8,0,5.949564
48:42.8,1,5.943905
48:42.8,2,5.937566
48:42.8,3,5.930786
48:42.8,4,5.923967
48:42.8,5,5.917449
48:42.8,6,5.911357
48:42.8,7,5.90576
48:42.8,8,5.900804
48:42.8,9,5.896637
48:42.9,10,5.893314
48:42.9,11,5.890764
48:42.9,12,5.88884
48:42.9,13,5.887431
48:42.9,14,5.88649
48:42.9,15,5.885926
48:42.9,16,5.885622
48:42.9,17,5.885505
48:42.9,18,5.885487
48:42.9,19,5.885433
48:42.9,20,5.885264
48:42.9,21,5.885005
48:42.9,22,5.884646
48:43.0,23,5.88408
48:43.0,24,5.883305
48:43.0,25,5.882516
48:43.0,26,5.881856
48:43.0,27,5.881286
48:43.0,28,5.880726
48:43.0,29,5.880225
48:43.0,30,5.879973
48:43.0,31,5.880099
48:43.0,32,5.880498
48:43.0,33,5.881054
48:43.0,34,5.881791
48:43.0,35,5.88266
48:43.1,36,5.883537
48:43.1,37,5.884413
48:43.1,38,5.885319
48:43.1,39,5.886167
48:43.1,40,5.886791
48:43.1,41,5.887156
48:43.1,42,5.887398
48:43.1,43,5.887592
48:43.1,44,5.887727
48:43.1,45,5.887814
48:43.1,46,5.887845
48:43.1,47,5.887803
48:43.1,48,5.887766
48:43.2,49,5.887829
48:43.2,50,5.887952
48:43.2,51,5.888095
48:43.2,52,5.888339
48:43.2,53,5.888708
48:43.2,54,5.889075
48:43.2,55,5.88941
48:43.2,56,5.889851
48:43.2,57,5.890429
48:43.2,58,5.89101
48:43.2,59,5.891538
48:43.2,60,5.892111
48:43.3,61,5.892861
48:43.3,62,5.8938
48:43.3,63,5.894839
48:43.3,64,5.8959
48:43.3,65,5.897001
48:43.3,66,5.898177
48:43.3,67,5.899359
48:43.3,68,5.900413
48:43.3,69,5.901298
48:43.3,70,5.902082
48:43.3,71,5.902852
48:43.3,72,5.903613
48:43.3,73,5.90429
48:43.4,74,5.90488
48:43.4,75,5.9055
48:43.4,76,5.906236
48:43.4,77,5.907048
48:43.4,78,5.907854
48:43.4,79,5.908655
48:43.4,80,5.909517
48:43.4,81,5.910484
48:43.4,82,5.911543
48:43.4,83,5.912606
48:43.4,84,5.913554
48:43.4,85,5.914332
48:43.4,86,5.914964
48:43.5,87,5.915517
48:43.5,88,5.916091
48:43.5,89,5.916778
48:43.5,90,5.917598
48:43.5,91,5.918529
48:43.5,92,5.919508
48:43.5,93,5.920447
48:43.5,94,5.921327
48:43.5,95,5.922191
48:43.5,96,5.923053
48:43.5,97,5.923918
48:43.5,98,5.924819
48:43.5,99,5.925776
48:43.6,100,5.926753
48:43.6,101,5.927702
48:43.6,102,5.928632
48:43.6,103,5.92958
48:43.6,104,5.930557
48:43.6,105,5.931533
48:43.6,106,5.932438
48:43.6,107,5.933233
48:43.6,108,5.933991
48:43.6,109,5.93479
48:43.6,110,5.935571
48:43.6,111,5.936247
48:43.6,112,5.936899
48:43.7,113,5.937697
48:43.7,114,5.938658
48:43.7,115,5.939661
48:43.7,116,5.940677
48:43.7,117,5.941807
48:43.7,118,5.943131
48:43.7,119,5.944574
48:43.7,120,5.945929
48:43.7,121,5.94706
48:43.7,122,5.948058
48:43.7,123,5.949045
48:43.7,124,5.949953
48:43.8,125,5.950549
48:43.8,126,5.950551
48:43.8,127,5.949703
48:43.8,128,5.947847
48:43.8,129,5.944959
48:43.8,130,5.94112
48:43.8,131,5.936432
48:43.8,132,5.930986
48:43.8,133,5.924951
48:43.8,134,5.918572
48:43.8,135,5.912035
48:43.8,136,5.905495
48:43.8,137,5.899208
48:43.9,138,5.893503
48:43.9,139,5.888536
48:43.9,140,5.884186
48:43.9,141,5.880371
48:43.9,142,5.877223
48:43.9,143,5.874838
48:43.9,144,5.873129
48:43.9,145,5.871978
48:43.9,146,5.87127
48:43.9,147,5.870837
48:43.9,148,5.870556
48:43.9,149,5.870407
48:43.9,150,5.870375
48:44.0,151,5.870383
48:44.0,152,5.870322
48:44.0,153,5.870121
48:44.0,154,5.869798
48:44.0,155,5.869427
48:44.0,156,5.869028
48:44.0,157,5.868543
48:44.0,158,5.867995
48:44.0,159,5.867556
48:44.0,160,5.867375
48:44.0,161,5.867484
48:44.0,162,5.867864
48:44.0,163,5.868417
48:44.1,164,5.869002
48:44.1,165,5.869595
48:44.1,166,5.870253
48:44.1,167,5.870962
48:44.1,168,5.871631
48:44.1,169,5.872178
48:44.1,170,5.872642
48:44.1,171,5.873091
48:44.1,172,5.873418
48:44.1,173,5.873485
48:44.1,174,5.873384
48:44.1,175,5.873325
48:44.1,176,5.873425
48:44.2,177,5.873632
48:44.2,178,5.873766
48:44.2,179,5.873754
48:44.2,180,5.873716
48:44.2,181,5.87377
48:44.2,182,5.873943
48:44.2,183,5.874199
48:44.2,184,5.874461
48:44.2,185,5.87471
48:44.2,186,5.875022
48:44.2,187,5.875502
48:44.2,188,5.87623
48:44.3,189,5.877162
48:44.3,190,5.878159
48:44.3,191,5.879177
48:44.3,192,5.880293
48:44.3,193,5.88149
48:44.3,194,5.882609
48:44.3,195,5.883545
48:44.3,196,5.884364
48:44.3,197,5.8852
48:44.3,198,5.886106
48:44.3,199,5.88703
48:44.3,200,5.887926
48:44.3,201,5.888846
48:44.4,202,5.889865
48:44.4,203,5.890991
48:44.4,204,5.892153
48:44.4,205,5.893263
48:44.4,206,5.89425
48:44.4,207,5.895072
48:44.4,208,5.895804
48:44.4,209,5.896674
48:44.4,210,5.897824
48:44.4,211,5.899085
48:44.4,212,5.900232
48:44.4,213,5.901289
48:44.4,214,5.9023
48:44.5,215,5.903215
48:44.5,216,5.904118
48:44.5,217,5.90508
48:44.5,218,5.905996
48:44.5,219,5.906821
48:44.5,220,5.907693
48:44.5,221,5.908705
48:44.5,222,5.909791
48:44.5,223,5.91082
48:44.5,224,5.911718
48:44.5,225,5.912576
48:44.5,226,5.913503
48:44.5,227,5.914498
48:44.6,228,5.91557
48:44.6,229,5.916708
48:44.6,230,5.917788
48:44.6,231,5.918734
48:44.6,232,5.919616
48:44.6,233,5.920528
48:44.6,234,5.921495
48:44.6,235,5.922479
48:44.6,236,5.923447
48:44.6,237,5.924468
48:44.6,238,5.92561
48:44.6,239,5.926868
48:44.6,240,5.928215
48:44.7,241,5.929598
48:44.7,242,5.930941
48:44.7,243,5.932175
48:44.7,244,5.933284
48:44.7,245,5.934342
48:44.7,246,5.935447
48:44.7,247,5.936639
48:44.7,248,5.937854
48:44.7,249,5.939005
48:44.7,250,5.94012
48:44.7,251,5.941312
48:44.7,252,5.942656
48:44.8,253,5.944113
48:44.8,254,5.945583
48:44.8,255,5.947033
48:44.8,256,5.948502
48:44.8,257,5.950023
48:44.8,258,5.951517
48:44.8,259,5.952802
48:44.8,260,5.953726
48:44.8,261,5.954135
48:44.8,262,5.953817
48:44.8,263,5.952564
48:44.8,264,5.950291
48:44.8,265,5.947011
48:44.9,266,5.942803
48:44.9,267,5.93781
48:44.9,268,5.932168
48:44.9,269,5.926019
48:44.9,270,5.919497
48:44.9,271,5.912746
48:44.9,272,5.906016
48:44.9,273,5.899464
48:44.9,274,5.892938
48:44.9,275,5.886651
48:44.9,276,5.881636
48:44.9,277,5.878518
48:44.9,278,5.876685
48:45.0,279,5.87521
48:45.0,280,5.873725
48:45.0,281,5.872335
48:45.0,282,5.871101
48:45.0,283,5.869866
48:45.0,284,5.868665
48:45.0,285,5.867882
48:45.0,286,5.867782
48:45.0,287,5.868177
48:45.0,288,5.86861
48:45.0,289,5.868703
48:45.0,290,5.868393
48:45.0,291,5.867886
48:45.1,292,5.867406
48:45.1,293,5.866993
48:45.1,294,5.866524
48:45.1,295,5.86597
48:45.1,296,5.865549
48:45.1,297,5.865392
48:45.1,298,5.865373
48:45.1,299,5.865437
48:45.1,300,5.865787
48:45.1,301,5.86661
48:45.1,302,5.867788
48:45.1,303,5.869065
48:45.1,304,5.870293
48:45.2,305,5.871397
48:45.2,306,5.872335
48:45.2,307,5.873134
48:45.2,308,5.8738
48:45.2,309,5.87432
48:45.2,310,5.874769
48:45.2,311,5.8752
48:45.2,312,5.875549
48:45.2,313,5.875832
48:45.2,314,5.876199
48:45.2,315,5.876782
48:45.2,316,5.877483
48:45.3,317,5.87802
48:45.3,318,5.878275
48:45.3,319,5.878381
48:45.3,320,5.878541
48:45.3,321,5.878912
48:45.3,322,5.879567
48:45.3,323,5.880453
48:45.3,324,5.88147
48:45.3,325,5.88262
48:45.3,326,5.883951
48:45.3,327,5.885425
48:45.3,328,5.886936
48:45.3,329,5.888382
48:45.4,330,5.889713
48:45.4,331,5.890931
48:45.4,332,5.892094
48:45.4,333,5.893253
48:45.4,334,5.894379
48:45.4,335,5.895444
48:45.4,336,5.89652
48:45.4,337,5.897695
