6/7/2018 14:51:42.262,0,6.522658
6/7/2018 14:51:42.270,1,6.523668
6/7/2018 14:51:42.277,2,6.524799
6/7/2018 14:51:42.285,3,6.525995
6/7/2018 14:51:42.293,4,6.527228
6/7/2018 14:51:42.301,5,6.528525
6/7/2018 14:51:42.309,6,6.529914
6/7/2018 14:51:42.316,7,6.53131
6/7/2018 14:51:42.324,8,6.532682
6/7/2018 14:51:42.332,9,6.534069
6/7/2018 14:51:42.340,10,6.535436
6/7/2018 14:51:42.348,11,6.536768
6/7/2018 14:51:42.356,12,6.538131
6/7/2018 14:51:42.363,13,6.539565
6/7/2018 14:51:42.371,14,6.541036
6/7/2018 14:51:42.379,15,6.542466
6/7/2018 14:51:42.387,16,6.543821
6/7/2018 14:51:42.395,17,6.545123
6/7/2018 14:51:42.402,18,6.546414
6/7/2018 14:51:42.410,19,6.547715
6/7/2018 14:51:42.418,20,6.549012
6/7/2018 14:51:42.426,21,6.550259
6/7/2018 14:51:42.434,22,6.551439
6/7/2018 14:51:42.441,23,6.552505
6/7/2018 14:51:42.449,24,6.553341
6/7/2018 14:51:42.457,25,6.553992
6/7/2018 14:51:42.465,26,6.554686
6/7/2018 14:51:42.473,27,6.555482
6/7/2018 14:51:42.481,28,6.556283
6/7/2018 14:51:42.488,29,6.557101
6/7/2018 14:51:42.496,30,6.557984
6/7/2018 14:51:42.504,31,6.558926
6/7/2018 14:51:42.512,32,6.559946
6/7/2018 14:51:42.520,33,6.561003
6/7/2018 14:51:42.527,34,6.561949
6/7/2018 14:51:42.535,35,6.562724
6/7/2018 14:51:42.543,36,6.563426
6/7/2018 14:51:42.551,37,6.564109
6/7/2018 14:51:42.559,38,6.564691
6/7/2018 14:51:42.566,39,6.565147
6/7/2018 14:51:42.574,40,6.565584
6/7/2018 14:51:42.582,41,6.566105
6/7/2018 14:51:42.590,42,6.566733
6/7/2018 14:51:42.598,43,6.567365
6/7/2018 14:51:42.606,44,6.567889
6/7/2018 14:51:42.613,45,6.568307
6/7/2018 14:51:42.621,46,6.568679
6/7/2018 14:51:42.629,47,6.569076
6/7/2018 14:51:42.637,48,6.569551
6/7/2018 14:51:42.645,49,6.570145
6/7/2018 14:51:42.652,50,6.570873
6/7/2018 14:51:42.660,51,6.571751
6/7/2018 14:51:42.668,52,6.57283
6/7/2018 14:51:42.676,53,6.57408
6/7/2018 14:51:42.684,54,6.575406
6/7/2018 14:51:42.691,55,6.576781
6/7/2018 14:51:42.699,56,6.578219
6/7/2018 14:51:42.707,57,6.57972
6/7/2018 14:51:42.715,58,6.581345
6/7/2018 14:51:42.723,59,6.583197
6/7/2018 14:51:42.731,60,6.58526
6/7/2018 14:51:42.738,61,6.587439
6/7/2018 14:51:42.746,62,6.589669
6/7/2018 14:51:42.754,63,6.591872
6/7/2018 14:51:42.762,64,6.594079
6/7/2018 14:51:42.770,65,6.596459
6/7/2018 14:51:42.777,66,6.59904
6/7/2018 14:51:42.785,67,6.601672
6/7/2018 14:51:42.793,68,6.604233
6/7/2018 14:51:42.801,69,6.606512
6/7/2018 14:51:42.809,70,6.607888
6/7/2018 14:51:42.816,71,6.607432
6/7/2018 14:51:42.824,72,6.604312
6/7/2018 14:51:42.832,73,6.598221
6/7/2018 14:51:42.840,74,6.589557
6/7/2018 14:51:42.848,75,6.579243
6/7/2018 14:51:42.856,76,6.568508
6/7/2018 14:51:42.863,77,6.55848
6/7/2018 14:51:42.871,78,6.549828
6/7/2018 14:51:42.879,79,6.542826
6/7/2018 14:51:42.887,80,6.537443
6/7/2018 14:51:42.895,81,6.533457
6/7/2018 14:51:42.902,82,6.53074
6/7/2018 14:51:42.910,83,6.529254
6/7/2018 14:51:42.918,84,6.528816
6/7/2018 14:51:42.926,85,6.529146
6/7/2018 14:51:42.934,86,6.530036
6/7/2018 14:51:42.941,87,6.531292
6/7/2018 14:51:42.949,88,6.532678
6/7/2018 14:51:42.957,89,6.53402
6/7/2018 14:51:42.965,90,6.535275
6/7/2018 14:51:42.973,91,6.536426
6/7/2018 14:51:42.981,92,6.53739
6/7/2018 14:51:42.988,93,6.538009
6/7/2018 14:51:42.996,94,6.538145
6/7/2018 14:51:43.004,95,6.537867
6/7/2018 14:51:43.012,96,6.537356
6/7/2018 14:51:43.020,97,6.536674
6/7/2018 14:51:43.027,98,6.53578
6/7/2018 14:51:43.035,99,6.534666
6/7/2018 14:51:43.043,100,6.533518
6/7/2018 14:51:43.051,101,6.532649
6/7/2018 14:51:43.059,102,6.532148
6/7/2018 14:51:43.066,103,6.531792
6/7/2018 14:51:43.074,104,6.531333
6/7/2018 14:51:43.082,105,6.530788
6/7/2018 14:51:43.090,106,6.530322
6/7/2018 14:51:43.098,107,6.530023
6/7/2018 14:51:43.106,108,6.529896
6/7/2018 14:51:43.113,109,6.529841
6/7/2018 14:51:43.121,110,6.529736
6/7/2018 14:51:43.129,111,6.529659
6/7/2018 14:51:43.137,112,6.52971
6/7/2018 14:51:43.145,113,6.529819
6/7/2018 14:51:43.152,114,6.529914
6/7/2018 14:51:43.160,115,6.529916
6/7/2018 14:51:43.168,116,6.529673
6/7/2018 14:51:43.176,117,6.529059
6/7/2018 14:51:43.184,118,6.5281
6/7/2018 14:51:43.191,119,6.526958
6/7/2018 14:51:43.199,120,6.525741
6/7/2018 14:51:43.207,121,6.524482
6/7/2018 14:51:43.215,122,6.523348
6/7/2018 14:51:43.223,123,6.522601
6/7/2018 14:51:43.231,124,6.522332
6/7/2018 14:51:43.238,125,6.522438
6/7/2018 14:51:43.246,126,6.522797
6/7/2018 14:51:43.254,127,6.523318
6/7/2018 14:51:43.262,128,6.524007
6/7/2018 14:51:43.270,129,6.525001
6/7/2018 14:51:43.277,130,6.52642
6/7/2018 14:51:43.285,131,6.528212
6/7/2018 14:51:43.293,132,6.530172
6/7/2018 14:51:43.301,133,6.532144
6/7/2018 14:51:43.309,134,6.534137
6/7/2018 14:51:43.316,135,6.536203
6/7/2018 14:51:43.324,136,6.538318
6/7/2018 14:51:43.332,137,6.54037
6/7/2018 14:51:43.340,138,6.542204
6/7/2018 14:51:43.348,139,6.543741
6/7/2018 14:51:43.356,140,6.545087
6/7/2018 14:51:43.363,141,6.54643
6/7/2018 14:51:43.371,142,6.547836
6/7/2018 14:51:43.379,143,6.54929
6/7/2018 14:51:43.387,144,6.550737
6/7/2018 14:51:43.395,145,6.552081
6/7/2018 14:51:43.402,146,6.553323
6/7/2018 14:51:43.410,147,6.554628
6/7/2018 14:51:43.418,148,6.556146
6/7/2018 14:51:43.426,149,6.557823
6/7/2018 14:51:43.434,150,6.55947
6/7/2018 14:51:43.441,151,6.560955
6/7/2018 14:51:43.449,152,6.562285
6/7/2018 14:51:43.457,153,6.563528
6/7/2018 14:51:43.465,154,6.564724
6/7/2018 14:51:43.473,155,6.565867
6/7/2018 14:51:43.481,156,6.566957
6/7/2018 14:51:43.488,157,6.568033
6/7/2018 14:51:43.496,158,6.569107
6/7/2018 14:51:43.504,159,6.57016
6/7/2018 14:51:43.512,160,6.571263
6/7/2018 14:51:43.520,161,6.572489
6/7/2018 14:51:43.527,162,6.573829
6/7/2018 14:51:43.535,163,6.57524
6/7/2018 14:51:43.543,164,6.576631
6/7/2018 14:51:43.551,165,6.577953
6/7/2018 14:51:43.559,166,6.579291
6/7/2018 14:51:43.566,167,6.580727
6/7/2018 14:51:43.574,168,6.582195
6/7/2018 14:51:43.582,169,6.583602
6/7/2018 14:51:43.590,170,6.58486
6/7/2018 14:51:43.598,171,6.585803
6/7/2018 14:51:43.606,172,6.586366
6/7/2018 14:51:43.613,173,6.586721
6/7/2018 14:51:43.621,174,6.587056
6/7/2018 14:51:43.629,175,6.587494
6/7/2018 14:51:43.637,176,6.588085
6/7/2018 14:51:43.645,177,6.588808
6/7/2018 14:51:43.652,178,6.58968
6/7/2018 14:51:43.660,179,6.59068
6/7/2018 14:51:43.668,180,6.591742
6/7/2018 14:51:43.676,181,6.592805
6/7/2018 14:51:43.684,182,6.593828
6/7/2018 14:51:43.691,183,6.594813
6/7/2018 14:51:43.699,184,6.595677
6/7/2018 14:51:43.707,185,6.596067
6/7/2018 14:51:43.715,186,6.595316
6/7/2018 14:51:43.723,187,6.592609
6/7/2018 14:51:43.731,188,6.587342
6/7/2018 14:51:43.738,189,6.579502
6/7/2018 14:51:43.746,190,6.569852
6/7/2018 14:51:43.754,191,6.559587
6/7/2018 14:51:43.762,192,6.549759
6/7/2018 14:51:43.770,193,6.541012
6/7/2018 14:51:43.777,194,6.533602
6/7/2018 14:51:43.785,195,6.527573
6/7/2018 14:51:43.793,196,6.522942
6/7/2018 14:51:43.801,197,6.519693
6/7/2018 14:51:43.809,198,6.517662
6/7/2018 14:51:43.816,199,6.516626
6/7/2018 14:51:43.824,200,6.516468
6/7/2018 14:51:43.832,201,6.517022
6/7/2018 14:51:43.840,202,6.518011
6/7/2018 14:51:43.848,203,6.519175
6/7/2018 14:51:43.856,204,6.520298
6/7/2018 14:51:43.863,205,6.521337
6/7/2018 14:51:43.871,206,6.522367
6/7/2018 14:51:43.879,207,6.523402
6/7/2018 14:51:43.887,208,6.524438
6/7/2018 14:51:43.895,209,6.525416
6/7/2018 14:51:43.902,210,6.526187
6/7/2018 14:51:43.910,211,6.52661
6/7/2018 14:51:43.918,212,6.526618
6/7/2018 14:51:43.926,213,6.526305
6/7/2018 14:51:43.934,214,6.525868
6/7/2018 14:51:43.941,215,6.525489
6/7/2018 14:51:43.949,216,6.525268
6/7/2018 14:51:43.957,217,6.525166
6/7/2018 14:51:43.965,218,6.525133
6/7/2018 14:51:43.973,219,6.52528
6/7/2018 14:51:43.981,220,6.525736
6/7/2018 14:51:43.988,221,6.526474
6/7/2018 14:51:43.996,222,6.527395
6/7/2018 14:51:44.004,223,6.528386
6/7/2018 14:51:44.012,224,6.529355
6/7/2018 14:51:44.020,225,6.53031
6/7/2018 14:51:44.027,226,6.531292
6/7/2018 14:51:44.035,227,6.532185
6/7/2018 14:51:44.043,228,6.532799
6/7/2018 14:51:44.051,229,6.533134
6/7/2018 14:51:44.059,230,6.533319
6/7/2018 14:51:44.066,231,6.533398
6/7/2018 14:51:44.074,232,6.533296
6/7/2018 14:51:44.082,233,6.532924
6/7/2018 14:51:44.090,234,6.532344
6/7/2018 14:51:44.098,235,6.531798
6/7/2018 14:51:44.106,236,6.531498
6/7/2018 14:51:44.113,237,6.531492
6/7/2018 14:51:44.121,238,6.5317
6/7/2018 14:51:44.129,239,6.531931
6/7/2018 14:51:44.137,240,6.532008
6/7/2018 14:51:44.145,241,6.532005
6/7/2018 14:51:44.152,242,6.532124
6/7/2018 14:51:44.160,243,6.532463
6/7/2018 14:51:44.168,244,6.532987
6/7/2018 14:51:44.176,245,6.533658
6/7/2018 14:51:44.184,246,6.534485
6/7/2018 14:51:44.191,247,6.535427
6/7/2018 14:51:44.199,248,6.536358
6/7/2018 14:51:44.207,249,6.537185
6/7/2018 14:51:44.215,250,6.537975
6/7/2018 14:51:44.223,251,6.538898
6/7/2018 14:51:44.231,252,6.540032
6/7/2018 14:51:44.238,253,6.541303
6/7/2018 14:51:44.246,254,6.542621
6/7/2018 14:51:44.254,255,6.54391
6/7/2018 14:51:44.262,256,6.545081
6/7/2018 14:51:44.270,257,6.546095
6/7/2018 14:51:44.277,258,6.546976
6/7/2018 14:51:44.285,259,6.547816
6/7/2018 14:51:44.293,260,6.548734
6/7/2018 14:51:44.301,261,6.549728
6/7/2018 14:51:44.309,262,6.550676
6/7/2018 14:51:44.316,263,6.551465
6/7/2018 14:51:44.324,264,6.552099
6/7/2018 14:51:44.332,265,6.552737
6/7/2018 14:51:44.340,266,6.553531
6/7/2018 14:51:44.348,267,6.55449
6/7/2018 14:51:44.356,268,6.555511
6/7/2018 14:51:44.363,269,6.556456
6/7/2018 14:51:44.371,270,6.557265
6/7/2018 14:51:44.379,271,6.558017
6/7/2018 14:51:44.387,272,6.558822
6/7/2018 14:51:44.395,273,6.559707
6/7/2018 14:51:44.402,274,6.560707
6/7/2018 14:51:44.410,275,6.561859
6/7/2018 14:51:44.418,276,6.563059
6/7/2018 14:51:44.426,277,6.564207
6/7/2018 14:51:44.434,278,6.565341
6/7/2018 14:51:44.441,279,6.5665
6/7/2018 14:51:44.449,280,6.567652
6/7/2018 14:51:44.457,281,6.568779
6/7/2018 14:51:44.465,282,6.569958
6/7/2018 14:51:44.473,283,6.571246
6/7/2018 14:51:44.481,284,6.572542
6/7/2018 14:51:44.488,285,6.573693
6/7/2018 14:51:44.496,286,6.574606
6/7/2018 14:51:44.504,287,6.575281
6/7/2018 14:51:44.512,288,6.575837
6/7/2018 14:51:44.520,289,6.576403
6/7/2018 14:51:44.527,290,6.577084
6/7/2018 14:51:44.535,291,6.577976
6/7/2018 14:51:44.543,292,6.579059
6/7/2018 14:51:44.551,293,6.580211
6/7/2018 14:51:44.559,294,6.581356
6/7/2018 14:51:44.566,295,6.582474
6/7/2018 14:51:44.574,296,6.583538
6/7/2018 14:51:44.582,297,6.584545
6/7/2018 14:51:44.590,298,6.585482
6/7/2018 14:51:44.598,299,6.586268
6/7/2018 14:51:44.606,300,6.58682
6/7/2018 14:51:44.613,301,6.587043
6/7/2018 14:51:44.621,302,6.586541
6/7/2018 14:51:44.629,303,6.584479
6/7/2018 14:51:44.637,304,6.580019
6/7/2018 14:51:44.645,305,6.572957
6/7/2018 14:51:44.652,306,6.563853
6/7/2018 14:51:44.660,307,6.553632
6/7/2018 14:51:44.668,308,6.543253
6/7/2018 14:51:44.676,309,6.533533
6/7/2018 14:51:44.684,310,6.524978
6/7/2018 14:51:44.691,311,6.517782
6/7/2018 14:51:44.699,312,6.511983
6/7/2018 14:51:44.707,313,6.507522
6/7/2018 14:51:44.715,314,6.504228
6/7/2018 14:51:44.723,315,6.501904
6/7/2018 14:51:44.731,316,6.500384
6/7/2018 14:51:44.738,317,6.499489
6/7/2018 14:51:44.746,318,6.499052
6/7/2018 14:51:44.754,319,6.498913
6/7/2018 14:51:44.762,320,6.4989
6/7/2018 14:51:44.770,321,6.498884
6/7/2018 14:51:44.777,322,6.498805
6/7/2018 14:51:44.785,323,6.498673
6/7/2018 14:51:44.793,324,6.498526
